TS,Value
2013-08-06 13:00:00,1033
2013-08-06 14:00:00,1021
2013-08-06 15:00:00,931
2013-08-06 16:00:00,889
2013-08-06 17:00:00,645
2013-08-06 18:00:00,518
2013-08-06 19:00:00,747
2013-08-06 20:00:00,665
2013-08-06 21:00:00,718
2013-08-06 22:00:00,621
2013-08-06 23:00:00,485
2013-08-07 00:00:00,353
2013-08-07 01:00:00,131
2013-08-07 02:00:00,134
2013-08-07 03:00:00,71
2013-08-07 04:00:00,48
2013-08-07 05:00:00,58
2013-08-07 06:00:00,53
2013-08-07 07:00:00,111
2013-08-07 08:00:00,358
2013-08-07 09:00:00,859
2013-08-07 10:00:00,1059
2013-08-07 11:00:00,1095
2013-08-07 12:00:00,1118
2013-08-07 13:00:00,1102
2013-08-07 14:00:00,1012
2013-08-07 15:00:00,999
2013-08-07 16:00:00,864
2013-08-07 17:00:00,657
2013-08-07 18:00:00,637
2013-08-07 19:00:00,609
2013-08-07 20:00:00,754
2013-08-07 21:00:00,810
2013-08-07 22:00:00,641
2013-08-07 23:00:00,572
