Fecha,idNodo,Total
686,2014-06-12,1388396397305,52057
687,2014-06-12,1388396029879,15291
688,2014-06-19,1388396397305,3190
689,2014-06-19,1388396456974,1008
690,2014-06-19,1388398007205,11388
691,2014-06-19,1388397787434,19380
692,2014-06-19,1388396634884,208
693,2014-06-19,1388398091067,15350
694,2014-06-19,1388396196672,1550
695,2014-06-19,1388396029879,3198
696,2014-06-19,1388398219644,2014
697,2014-06-19,1351672500995,67034
698,2014-06-19,1388398156925,23488
699,2014-06-19,1388397331212,3102
700,2014-06-19,1388397916219,9420
701,2014-06-19,1388396568021,366
702,2014-06-19,1388398517822,10826
703,2014-06-19,1388396134379,9510
704,2014-06-19,1388397145518,564
705,2014-06-19,1388397694740,18674
706,2014-06-19,1388398421885,4592
707,2014-06-26,1388397694740,158430
708,2014-06-26,1388398219644,158114
709,2014-06-26,1388396456974,15496
710,2014-06-26,1351591800440,2161873
711,2014-06-26,1351672500995,1016594
712,2014-06-26,1388398421885,75135
713,2014-06-26,1388396029879,27410
714,2014-06-26,1388396134379,133269
715,2014-06-26,1388396568021,14490
716,2014-06-26,1388396634884,15733
717,2014-06-26,1388398517822,166164
718,2014-06-26,1388397787434,294553
719,2014-06-26,1388396397305,55033
720,2014-06-26,1388397331212,65156
721,2014-06-26,1388396196672,27497
722,2014-06-26,1388398007205,168619
723,2014-06-26,1388397916219,128622
724,2014-06-26,1388398091067,231555
725,2014-06-26,1388398156925,371756
726,2014-06-26,1388397145518,7653
727,2014-07-03,1388398517822,421816
728,2014-07-03,1388397787434,701644
729,2014-07-03,1388398219644,451117
730,2014-07-03,1388396134379,322419
731,2014-07-03,1388396634884,40327
732,2014-07-03,1388396456974,38625
733,2014-07-03,1388397145518,18013
734,2014-07-03,1388398007205,226038
735,2014-07-03,1388396397305,67179
736,2014-07-03,1388398091067,560852
737,2014-07-03,1388396568021,35842
738,2014-07-03,1388398421885,174074
739,2014-07-03,1388396196672,65273
740,2014-07-03,1388397916219,341572
741,2014-07-03,1388398156925,882181
742,2014-07-03,1388397331212,137870
743,2014-07-03,1351591800440,4147304
744,2014-07-03,1351672500995,119475
745,2014-07-10,1388398219644,433177
746,2014-07-10,1388396634884,34151
747,2014-07-10,1388396456974,36108
748,2014-07-10,1388398517822,457240
749,2014-07-10,1388398007205,273969
750,2014-07-10,1388396134379,245882
751,2014-07-10,1388396568021,58176
752,2014-07-10,1388397145518,18282
753,2014-07-10,1388397916219,316648
754,2014-07-10,1388398421885,179538
755,2014-07-10,1388398156925,752429
756,2014-07-10,1388397331212,97723
757,2014-07-10,1388397787434,689652
758,2014-07-10,1388398091067,528917
759,2014-07-10,1388396397305,84356
760,2014-07-10,1388396196672,52853
761,2014-07-17,1405588888411,101943
762,2014-07-17,1388398517822,623718
763,2014-07-17,1388398007205,152188
764,2014-07-17,1388397787434,155873
765,2014-07-17,1388398219644,406708
766,2014-07-17,1388396456974,6097
767,2014-07-17,1405595238116,430
768,2014-07-17,1388396134379,277491
769,2014-07-17,1388396634884,39024
770,2014-07-17,1388397145518,18476
771,2014-07-17,1388398091067,81280
772,2014-07-17,1388398156925,684249
773,2014-07-17,1388396568021,44229
774,2014-07-17,1351672500995,1575796
775,2014-07-17,1405588951641,9012
776,2014-07-17,1388398421885,184140
777,2014-07-17,1388397916219,311575
